stats_entry_id,player_id,game_date,vs_team,outcome,min,fgm_fga,fg_per,threem_threea,three_per,ftm_fta,ft_per,rebounds,assists,blocks,steals,fouls,turnovers,points
2,1,Fri 11/8,@SIENA,"W 74-62
",33,2-9,.222,1-3,.333,7-8,.875,3,2,1,6,4,0,12
3,1,Tue 11/12,vsN.J.I.T.,"W 71-65
",31,8-14,.571,3-7,.429,1-2,.500,4,2,0,1,0,1,20
4,1,Sat 11/16,@QUINNIPIAC,"L 79-69
",28,1-7,.143,0-1,.000,0-0,.000,3,5,0,0,1,0,2
5,1,Wed 11/20,@DUQUESNE,"L 70-59
",24,3-9,.333,1-5,.200,1-3,.333,1,3,0,2,4,0,8
6,1,Sat 11/23,vsBUCKNELL,"L 77-64
",32,5-11,.455,2-4,.500,1-3,.333,3,3,0,0,5,1,13
7,1,Tue 11/26,@RIDER,"W 70-59
",35,2-6,.333,0-3,.000,6-6,1.0,1,3,0,1,2,6,10
8,1,Sun 12/1,@N.J.I.T.,"W 66-55
",34,5-11,.455,3-4,.750,4-6,.667,2,0,0,2,1,2,17
9,1,Wed 12/4,@HOLY CROSS,"L 62-57
",27,2-7,.286,0-1,.000,2-2,1.0,4,4,0,1,5,3,6
10,1,Tue 12/10,@BROWN,"W 74-68
",38,1-6,.167,0-3,.000,7-8,.875,5,2,0,1,4,4,9
11,1,Sat 12/14,vsCOLGATE,"L 69-60
",37,4-14,.286,1-5,.200,2-2,1.0,2,2,0,1,1,0,11
12,1,Fri 12/20,vsYALE,"W 70-62
",34,5-9,.556,1-3,.333,3-4,.750,9,3,0,3,3,2,14
13,1,Mon 12/23,@DRAKE,"L 71-63
",32,5-12,.417,2-5,.400,2-2,1.0,1,3,0,1,1,2,14
14,1,Tue 12/31,@PITTSBURGH,"L 58-46
",31,5-10,.500,4-6,.667,4-4,1.0,1,1,0,2,2,1,18
15,1,Sat 1/4,vsHARTFORD,"W 81-56
",34,6-8,.750,6-8,.750,2-2,1.0,4,2,0,0,2,2,20
16,1,Wed 1/8,vsUMBC,"W 73-72
(2OT)",38,2-9,.222,0-4,.000,1-2,.500,1,4,0,3,3,3,5
17,1,Sat 1/11,@VERMONT,"L 68-38
",27,1-7,.143,0-4,.000,0-0,.000,5,1,0,1,1,2,2
18,1,Wed 1/15,@UMASS LOWELL,"L 70-66
(OT)",45,4-9,.444,1-4,.250,4-6,.667,6,6,0,1,3,5,13
19,1,Sat 1/18,@MAINE,"W 85-78
",35,3-9,.333,1-1,1.0,2-4,.500,1,5,0,1,1,1,9
20,1,Mon 1/20,vsBINGHAMTON,"W 66-60
",27,2-7,.286,1-3,.333,3-4,.750,5,0,0,0,3,2,8
21,1,Thu 1/23,@NEW HAMPSHIRE,"L 60-56
",34,7-11,.636,1-3,.333,7-10,.700,4,1,0,0,1,1,22
22,1,Wed 1/29,vsSTONY BROOK,"W 77-67
",34,5-8,.625,1-3,.333,0-0,.000,4,4,0,3,1,1,11
23,1,Sat 2/1,vsVERMONT,"L 55-45
",28,2-10,.200,1-6,.167,0-0,.000,3,3,0,1,4,2,5
24,1,Wed 2/5,vsUMASS LOWELL,"W 73-56
",36,4-11,.364,1-5,.200,1-1,1.0,3,5,0,1,2,0,10
25,1,Sat 2/8,@HARTFORD,"L 67-54
",34,2-11,.182,0-4,.000,4-6,.667,1,0,0,2,1,1,8
26,1,Wed 2/12,@UMBC,"L 71-69
",35,0-5,.000,0-3,.000,2-2,1.0,4,4,0,1,2,3,2
27,1,Sat 2/15,vsMAINE,"W 74-63
",39,5-10,.500,2-4,.500,4-4,1.0,3,5,0,2,2,3,16
29,2,Fri 11/8,@SIENA,"W 74-62
",7,2-3,.667,0-0,.000,0-1,.000,2,1,1,0,3,0,4
30,2,Tue 11/12,vsN.J.I.T.,"W 71-65
",5,0-0,.000,0-0,.000,2-2,1.0,1,0,0,0,0,0,2
31,2,Sat 11/16,@QUINNIPIAC,"L 79-69
",4,0-1,.000,0-0,.000,0-0,.000,2,0,1,0,0,0,0
32,2,Wed 11/20,@DUQUESNE,"L 70-59
",3,0-0,.000,0-0,.000,0-0,.000,2,0,0,0,0,3,0
34,2,Tue 11/26,@RIDER,"W 70-59
",4,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,1,0,0
35,2,Sun 12/1,@N.J.I.T.,"W 66-55
",7,0-1,.000,0-0,.000,0-0,.000,2,0,1,0,0,0,0
36,2,Wed 12/4,@HOLY CROSS,"L 62-57
",8,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
37,2,Tue 12/10,@BROWN,"W 74-68
",17,2-3,.667,0-0,.000,4-4,1.0,7,0,1,2,4,1,8
38,2,Sat 12/14,vsCOLGATE,"L 69-60
",4,0-1,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
39,2,Fri 12/20,vsYALE,"W 70-62
",2,1-1,1.0,0-0,.000,0-0,.000,1,0,0,0,0,0,2
40,2,Mon 12/23,@DRAKE,"L 71-63
",7,1-1,1.0,0-0,.000,0-0,.000,2,0,0,0,0,1,2
41,2,Tue 12/31,@PITTSBURGH,"L 58-46
",2,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
43,2,Wed 1/8,vsUMBC,"W 73-72
(2OT)",11,0-1,.000,0-0,.000,0-0,.000,2,0,1,1,1,0,0
44,2,Sat 1/11,@VERMONT,"L 68-38
",20,1-4,.250,0-0,.000,1-3,.333,1,0,1,1,3,0,3
45,2,Wed 1/15,@UMASS LOWELL,"L 70-66
(OT)",9,0-0,.000,0-0,.000,1-2,.500,3,1,0,0,1,1,1
46,2,Sat 1/18,@MAINE,"W 85-78
",11,1-3,.333,0-0,.000,0-0,.000,1,1,1,0,1,0,2
47,2,Mon 1/20,vsBINGHAMTON,"W 66-60
",3,0-0,.000,0-0,.000,0-0,.000,0,1,0,0,0,1,0
48,2,Thu 1/23,@NEW HAMPSHIRE,"L 60-56
",8,0-3,.000,0-0,.000,0-0,.000,2,0,0,0,1,0,0
56,3,Fri 11/8,@SIENA,"W 74-62
",7,2-4,.500,1-3,.333,1-2,.500,0,0,0,0,0,0,6
57,3,Tue 11/12,vsN.J.I.T.,"W 71-65
",8,1-4,.250,1-4,.250,0-0,.000,1,0,0,0,2,1,3
59,3,Wed 11/20,@DUQUESNE,"L 70-59
",14,0-2,.000,0-2,.000,2-2,1.0,2,2,0,0,2,1,2
60,3,Sat 11/23,vsBUCKNELL,"L 77-64
",5,0-2,.000,0-2,.000,2-2,1.0,0,0,0,0,0,0,2
61,3,Tue 11/26,@RIDER,"W 70-59
",11,3-5,.600,2-4,.500,0-0,.000,1,0,0,0,1,1,8
62,3,Sun 12/1,@N.J.I.T.,"W 66-55
",6,1-2,.500,1-1,1.0,0-0,.000,1,1,0,0,1,0,3
63,3,Wed 12/4,@HOLY CROSS,"L 62-57
",18,1-4,.250,1-4,.250,0-0,.000,1,2,0,0,0,1,3
64,3,Tue 12/10,@BROWN,"W 74-68
",2,0-1,.000,0-0,.000,0-0,.000,0,0,0,0,1,0,0
65,3,Sat 12/14,vsCOLGATE,"L 69-60
",3,0-1,.000,0-0,.000,0-0,.000,1,0,0,0,2,1,0
66,3,Fri 12/20,vsYALE,"W 70-62
",3,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
67,3,Mon 12/23,@DRAKE,"L 71-63
",4,0-1,.000,0-1,.000,0-0,.000,0,0,0,0,0,0,0
68,3,Tue 12/31,@PITTSBURGH,"L 58-46
",2,0-2,.000,0-2,.000,0-0,.000,0,0,0,0,0,0,0
69,3,Sat 1/4,vsHARTFORD,"W 81-56
",4,2-3,.667,2-3,.667,0-0,.000,0,0,0,0,0,0,6
70,3,Wed 1/8,vsUMBC,"W 73-72
(2OT)",9,2-6,.333,1-4,.250,0-0,.000,0,0,0,0,0,1,5
71,3,Sat 1/11,@VERMONT,"L 68-38
",8,1-2,.500,1-1,1.0,2-2,1.0,1,0,0,0,0,1,5
72,3,Wed 1/15,@UMASS LOWELL,"L 70-66
(OT)",10,1-6,.167,1-5,.200,0-0,.000,2,0,0,0,0,0,3
74,3,Mon 1/20,vsBINGHAMTON,"W 66-60
",3,1-1,1.0,1-1,1.0,0-0,.000,0,0,0,0,2,0,3
83,4,Fri 11/8,@SIENA,"W 74-62
",12,0-2,.000,0-0,.000,2-2,1.0,1,1,0,1,1,0,2
84,4,Tue 11/12,vsN.J.I.T.,"W 71-65
",6,0-2,.000,0-0,.000,2-2,1.0,2,0,0,0,1,0,2
86,4,Wed 11/20,@DUQUESNE,"L 70-59
",6,0-0,.000,0-0,.000,2-2,1.0,1,0,0,0,1,0,2
87,4,Sat 11/23,vsBUCKNELL,"L 77-64
",17,1-4,.250,0-1,.000,0-0,.000,5,0,0,0,0,1,2
88,4,Tue 11/26,@RIDER,"W 70-59
",2,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
89,4,Sun 12/1,@N.J.I.T.,"W 66-55
",4,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
91,4,Tue 12/10,@BROWN,"W 74-68
",19,3-5,.600,1-1,1.0,0-2,.000,3,0,0,1,1,2,7
92,4,Sat 12/14,vsCOLGATE,"L 69-60
",9,0-2,.000,0-1,.000,0-0,.000,1,0,0,0,1,0,0
94,4,Mon 12/23,@DRAKE,"L 71-63
",15,1-2,.500,1-1,1.0,0-0,.000,4,0,0,0,2,1,3
95,4,Tue 12/31,@PITTSBURGH,"L 58-46
",15,0-3,.000,0-3,.000,0-0,.000,1,0,0,0,3,1,0
96,4,Sat 1/4,vsHARTFORD,"W 81-56
",6,0-0,.000,0-0,.000,0-0,.000,2,0,0,0,0,0,0
98,4,Sat 1/11,@VERMONT,"L 68-38
",19,0-1,.000,0-0,.000,0-0,.000,1,0,0,1,2,1,0
99,4,Wed 1/15,@UMASS LOWELL,"L 70-66
(OT)",4,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,0,1,0
100,4,Sat 1/18,@MAINE,"W 85-78
",23,4-6,.667,1-3,.333,1-2,.500,5,1,0,3,5,1,10
101,4,Mon 1/20,vsBINGHAMTON,"W 66-60
",16,0-1,.000,0-0,.000,1-5,.200,2,1,0,2,0,2,1
102,4,Thu 1/23,@NEW HAMPSHIRE,"L 60-56
",21,2-7,.286,0-1,.000,0-0,.000,6,0,0,0,2,1,4
103,4,Wed 1/29,vsSTONY BROOK,"W 77-67
",4,0-0,.000,0-0,.000,2-2,1.0,1,0,0,0,2,0,2
104,4,Sat 2/1,vsVERMONT,"L 55-45
",11,1-2,.500,0-1,.000,0-1,.000,0,1,0,0,1,1,2
105,4,Wed 2/5,vsUMASS LOWELL,"W 73-56
",5,0-2,.000,0-0,.000,2-2,1.0,0,0,0,0,2,0,2
106,4,Sat 2/8,@HARTFORD,"L 67-54
",10,0-1,.000,0-1,.000,0-0,.000,2,1,0,0,1,1,0
107,4,Wed 2/12,@UMBC,"L 71-69
",15,1-3,.333,0-0,.000,4-4,1.0,6,0,0,0,2,2,6
108,4,Sat 2/15,vsMAINE,"W 74-63
",12,1-1,1.0,1-1,1.0,0-0,.000,6,0,0,0,2,0,3
110,5,Fri 11/8,@SIENA,"W 74-62
",10,0-2,.000,0-0,.000,0-1,.000,1,0,0,0,1,1,0
111,5,Tue 11/12,vsN.J.I.T.,"W 71-65
",7,0-1,.000,0-0,.000,0-0,.000,0,2,0,0,0,0,0
112,5,Sat 11/16,@QUINNIPIAC,"L 79-69
",13,3-4,.750,0-0,.000,0-1,.000,1,1,0,0,2,0,6
113,5,Wed 11/20,@DUQUESNE,"L 70-59
",17,3-5,.600,0-0,.000,2-4,.500,5,1,0,0,1,1,8
114,5,Sat 11/23,vsBUCKNELL,"L 77-64
",15,0-0,.000,0-0,.000,1-2,.500,3,1,1,0,0,0,1
115,5,Tue 11/26,@RIDER,"W 70-59
",22,2-3,.667,0-0,.000,0-0,.000,1,0,1,0,0,1,4
116,5,Sun 12/1,@N.J.I.T.,"W 66-55
",5,0-2,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
117,5,Wed 12/4,@HOLY CROSS,"L 62-57
",7,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,2,2,0
118,5,Tue 12/10,@BROWN,"W 74-68
",8,1-2,.500,0-0,.000,1-2,.500,0,0,1,0,0,0,3
119,5,Sat 12/14,vsCOLGATE,"L 69-60
",5,1-1,1.0,0-0,.000,0-0,.000,1,0,0,0,0,0,2
120,5,Fri 12/20,vsYALE,"W 70-62
",24,4-5,.800,0-0,.000,1-2,.500,6,4,0,1,4,0,9
121,5,Mon 12/23,@DRAKE,"L 71-63
",1,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
122,5,Tue 12/31,@PITTSBURGH,"L 58-46
",4,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
123,5,Sat 1/4,vsHARTFORD,"W 81-56
",15,1-1,1.0,0-0,.000,0-0,.000,4,3,1,1,3,0,2
124,5,Wed 1/8,vsUMBC,"W 73-72
(2OT)",9,0-1,.000,0-0,.000,0-0,.000,0,0,0,0,0,3,0
125,5,Sat 1/11,@VERMONT,"L 68-38
",22,2-4,.500,0-0,.000,0-0,.000,4,0,0,1,1,0,4
130,5,Wed 1/29,vsSTONY BROOK,"W 77-67
",11,1-2,.500,0-0,.000,0-0,.000,1,1,0,0,2,0,2
131,5,Sat 2/1,vsVERMONT,"L 55-45
",10,1-3,.333,0-0,.000,0-2,.000,0,0,0,0,0,0,2
132,5,Wed 2/5,vsUMASS LOWELL,"W 73-56
",17,3-4,.750,0-0,.000,1-2,.500,7,1,0,1,3,0,7
133,5,Sat 2/8,@HARTFORD,"L 67-54
",11,1-2,.500,0-0,.000,0-0,.000,2,1,0,0,2,1,2
134,5,Wed 2/12,@UMBC,"L 71-69
",4,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,1,1,0
135,5,Sat 2/15,vsMAINE,"W 74-63
",20,3-4,.750,0-0,.000,0-0,.000,5,0,0,0,1,0,6
137,6,Fri 11/8,@SIENA,"W 74-62
",37,3-11,.273,1-3,.333,10-10,1.0,3,1,0,2,1,2,17
138,6,Tue 11/12,vsN.J.I.T.,"W 71-65
",35,3-12,.250,3-9,.333,4-6,.667,3,2,0,2,2,0,13
139,6,Sat 11/16,@QUINNIPIAC,"L 79-69
",33,3-9,.333,0-2,.000,2-2,1.0,0,3,0,2,3,2,8
140,6,Wed 11/20,@DUQUESNE,"L 70-59
",37,8-16,.500,3-6,.500,2-3,.667,4,3,0,0,3,4,21
141,6,Sat 11/23,vsBUCKNELL,"L 77-64
",39,4-10,.400,2-5,.400,11-11,1.0,1,2,0,0,1,2,21
142,6,Tue 11/26,@RIDER,"W 70-59
",27,7-10,.700,5-7,.714,5-5,1.0,4,2,0,0,4,4,24
143,6,Sun 12/1,@N.J.I.T.,"W 66-55
",35,1-5,.200,0-4,.000,8-10,.800,3,2,0,0,2,1,10
144,6,Wed 12/4,@HOLY CROSS,"L 62-57
",32,7-14,.500,2-4,.500,3-3,1.0,2,2,0,1,2,1,19
145,6,Tue 12/10,@BROWN,"W 74-68
",37,2-8,.250,0-2,.000,5-8,.625,4,3,0,3,1,0,9
146,6,Sat 12/14,vsCOLGATE,"L 69-60
",38,3-10,.300,1-4,.250,1-1,1.0,1,3,0,0,0,0,8
147,6,Fri 12/20,vsYALE,"W 70-62
",36,3-8,.375,1-5,.200,6-6,1.0,3,2,0,0,2,2,13
148,6,Mon 12/23,@DRAKE,"L 71-63
",36,2-10,.200,1-7,.143,6-6,1.0,3,5,0,0,0,1,11
149,6,Tue 12/31,@PITTSBURGH,"L 58-46
",38,2-9,.222,1-3,.333,5-6,.833,3,3,0,0,0,4,10
150,6,Sat 1/4,vsHARTFORD,"W 81-56
",35,7-11,.636,6-9,.667,5-6,.833,5,6,0,0,0,2,25
151,6,Wed 1/8,vsUMBC,"W 73-72
(2OT)",47,8-14,.571,5-10,.500,6-6,1.0,6,1,0,0,1,3,27
152,6,Sat 1/11,@VERMONT,"L 68-38
",34,1-8,.125,1-2,.500,3-4,.750,0,1,0,1,0,4,6
154,6,Sat 1/18,@MAINE,"W 85-78
",34,3-8,.375,1-4,.250,12-12,1.0,3,6,0,0,2,4,19
155,6,Mon 1/20,vsBINGHAMTON,"W 66-60
",38,6-12,.500,3-7,.429,2-3,.667,3,4,0,3,4,3,17
156,6,Thu 1/23,@NEW HAMPSHIRE,"L 60-56
",28,2-8,.250,0-3,.000,0-1,.000,5,2,0,1,3,2,4
157,6,Wed 1/29,vsSTONY BROOK,"W 77-67
",38,1-7,.143,1-4,.250,8-10,.800,1,3,0,0,1,5,11
158,6,Sat 2/1,vsVERMONT,"L 55-45
",37,5-15,.333,0-5,.000,1-1,1.0,1,4,0,0,0,1,11
159,6,Wed 2/5,vsUMASS LOWELL,"W 73-56
",34,7-12,.583,6-10,.600,1-1,1.0,5,3,0,0,1,0,21
160,6,Sat 2/8,@HARTFORD,"L 67-54
",36,2-7,.286,1-5,.200,3-4,.750,4,1,0,0,1,3,8
161,6,Wed 2/12,@UMBC,"L 71-69
",26,6-8,.750,3-5,.600,6-6,1.0,1,2,0,0,3,3,21
162,6,Sat 2/15,vsMAINE,"W 74-63
",33,6-15,.400,3-5,.600,6-7,.857,2,5,0,2,2,2,21
177,7,Sat 1/4,vsHARTFORD,"W 81-56
",1,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
191,8,Fri 11/8,@SIENA,"W 74-62
",31,6-9,.667,0-0,.000,5-8,.625,9,1,0,1,4,4,17
192,8,Tue 11/12,vsN.J.I.T.,"W 71-65
",34,6-8,.750,0-0,.000,0-2,.000,4,2,1,1,1,3,12
193,8,Sat 11/16,@QUINNIPIAC,"L 79-69
",30,9-11,.818,0-0,.000,2-2,1.0,6,2,0,0,5,6,20
194,8,Wed 11/20,@DUQUESNE,"L 70-59
",24,2-8,.250,0-0,.000,0-0,.000,10,2,2,2,3,4,4
195,8,Sat 11/23,vsBUCKNELL,"L 77-64
",36,7-13,.538,0-0,.000,1-3,.333,10,1,1,3,2,2,15
196,8,Tue 11/26,@RIDER,"W 70-59
",34,2-4,.500,0-0,.000,5-6,.833,5,1,0,2,3,5,9
197,8,Sun 12/1,@N.J.I.T.,"W 66-55
",35,4-11,.364,0-0,.000,4-6,.667,9,2,3,1,2,3,12
198,8,Wed 12/4,@HOLY CROSS,"L 62-57
",36,5-10,.500,0-0,.000,4-4,1.0,7,3,1,1,3,5,14
199,8,Tue 12/10,@BROWN,"W 74-68
",19,4-9,.444,0-0,.000,12-15,.800,5,2,0,1,4,1,20
200,8,Sat 12/14,vsCOLGATE,"L 69-60
",31,10-16,.625,0-0,.000,1-4,.250,11,2,1,0,3,3,21
201,8,Fri 12/20,vsYALE,"W 70-62
",27,3-10,.300,0-0,.000,1-2,.500,2,2,1,0,5,2,7
202,8,Mon 12/23,@DRAKE,"L 71-63
",33,5-9,.556,0-0,.000,2-2,1.0,3,3,3,1,5,1,12
203,8,Tue 12/31,@PITTSBURGH,"L 58-46
",38,5-13,.385,0-0,.000,0-0,.000,8,5,1,0,4,3,10
204,8,Sat 1/4,vsHARTFORD,"W 81-56
",25,2-5,.400,0-0,.000,0-0,.000,5,3,0,1,2,4,4
205,8,Wed 1/8,vsUMBC,"W 73-72
(2OT)",43,6-10,.600,0-0,.000,8-8,1.0,12,2,1,5,3,5,20
206,8,Sat 1/11,@VERMONT,"L 68-38
",13,1-4,.250,0-0,.000,0-0,.000,1,0,0,0,4,4,2
207,8,Wed 1/15,@UMASS LOWELL,"L 70-66
(OT)",40,6-12,.500,0-1,.000,1-3,.333,5,1,0,1,2,2,13
208,8,Sat 1/18,@MAINE,"W 85-78
",12,3-3,1.0,0-0,.000,0-0,.000,2,0,0,0,4,1,6
209,8,Mon 1/20,vsBINGHAMTON,"W 66-60
",27,3-7,.429,0-0,.000,0-4,.000,6,1,0,1,3,1,6
210,8,Thu 1/23,@NEW HAMPSHIRE,"L 60-56
",30,4-12,.333,0-0,.000,0-2,.000,8,1,1,3,5,1,8
211,8,Wed 1/29,vsSTONY BROOK,"W 77-67
",36,5-10,.500,0-0,.000,7-8,.875,11,1,1,1,3,4,17
212,8,Sat 2/1,vsVERMONT,"L 55-45
",22,2-8,.250,0-0,.000,0-0,.000,7,3,0,0,5,0,4
213,8,Wed 2/5,vsUMASS LOWELL,"W 73-56
",30,4-5,.800,0-0,.000,2-3,.667,7,3,1,2,2,4,10
214,8,Sat 2/8,@HARTFORD,"L 67-54
",34,4-8,.500,0-0,.000,6-6,1.0,11,1,0,0,5,2,14
215,8,Wed 2/12,@UMBC,"L 71-69
",22,2-3,.667,0-0,.000,3-8,.375,3,2,0,0,4,3,7
216,8,Sat 2/15,vsMAINE,"W 74-63
",21,2-9,.222,0-0,.000,0-0,.000,5,0,0,0,2,3,4
223,9,Tue 11/26,@RIDER,"W 70-59
",1,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
231,9,Sat 1/4,vsHARTFORD,"W 81-56
",2,0-1,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
233,9,Sat 1/11,@VERMONT,"L 68-38
",8,2-3,.667,0-0,.000,1-1,1.0,2,1,0,0,1,0,5
234,9,Wed 1/15,@UMASS LOWELL,"L 70-66
(OT)",34,4-11,.364,1-5,.200,3-4,.750,9,2,0,2,4,3,12
235,9,Sat 1/18,@MAINE,"W 85-78
",14,3-5,.600,1-2,.500,0-0,.000,1,1,0,2,1,2,7
236,9,Mon 1/20,vsBINGHAMTON,"W 66-60
",4,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,1,4,0
237,9,Thu 1/23,@NEW HAMPSHIRE,"L 60-56
",1,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,1,0,0
239,9,Sat 2/1,vsVERMONT,"L 55-45
",6,0-1,.000,0-1,.000,2-2,1.0,2,0,0,0,1,0,2
245,10,Fri 11/8,@SIENA,"W 74-62
",29,3-6,.500,0-0,.000,3-3,1.0,6,1,0,1,4,0,9
246,10,Tue 11/12,vsN.J.I.T.,"W 71-65
",29,3-6,.500,0-0,.000,2-2,1.0,5,4,0,0,3,1,8
247,10,Sat 11/16,@QUINNIPIAC,"L 79-69
",27,4-8,.500,0-0,.000,3-3,1.0,3,3,0,0,2,1,11
248,10,Wed 11/20,@DUQUESNE,"L 70-59
",32,5-6,.833,0-0,.000,2-3,.667,3,1,0,0,0,1,12
251,10,Sun 12/1,@N.J.I.T.,"W 66-55
",25,4-6,.667,0-0,.000,4-6,.667,7,1,2,2,2,1,12
252,10,Wed 12/4,@HOLY CROSS,"L 62-57
",23,2-5,.400,0-0,.000,1-2,.500,5,0,1,1,0,1,5
253,10,Tue 12/10,@BROWN,"W 74-68
",32,5-10,.500,0-0,.000,6-7,.857,5,2,0,0,2,1,16
254,10,Sat 12/14,vsCOLGATE,"L 69-60
",37,6-8,.750,0-0,.000,2-4,.500,5,4,0,1,4,2,14
255,10,Fri 12/20,vsYALE,"W 70-62
",26,1-4,.250,0-0,.000,0-1,.000,5,1,0,1,2,4,2
256,10,Mon 12/23,@DRAKE,"L 71-63
",21,2-4,.500,0-0,.000,0-0,.000,2,0,0,0,1,3,4
257,10,Tue 12/31,@PITTSBURGH,"L 58-46
",21,1-3,.333,0-0,.000,0-0,.000,3,0,0,0,1,1,2
258,10,Sat 1/4,vsHARTFORD,"W 81-56
",26,2-5,.400,0-0,.000,4-5,.800,3,0,0,0,1,4,8
259,10,Wed 1/8,vsUMBC,"W 73-72
(2OT)",37,0-2,.000,0-0,.000,7-9,.778,6,0,0,1,3,1,7
260,10,Sat 1/11,@VERMONT,"L 68-38
",24,4-9,.444,0-0,.000,1-2,.500,5,2,0,1,2,3,9
261,10,Wed 1/15,@UMASS LOWELL,"L 70-66
(OT)",32,4-11,.364,0-2,.000,5-6,.833,4,1,0,1,3,2,13
262,10,Sat 1/18,@MAINE,"W 85-78
",34,9-11,.818,0-0,.000,10-14,.714,2,0,1,2,0,0,28
263,10,Mon 1/20,vsBINGHAMTON,"W 66-60
",21,3-4,.750,0-0,.000,4-4,1.0,3,2,0,1,4,3,10
264,10,Thu 1/23,@NEW HAMPSHIRE,"L 60-56
",32,4-10,.400,0-1,.000,2-2,1.0,6,0,0,0,3,2,10
265,10,Wed 1/29,vsSTONY BROOK,"W 77-67
",36,5-9,.556,1-1,1.0,8-10,.800,3,2,0,1,1,2,19
266,10,Sat 2/1,vsVERMONT,"L 55-45
",31,3-7,.429,0-0,.000,4-5,.800,6,0,0,1,2,2,10
267,10,Wed 2/5,vsUMASS LOWELL,"W 73-56
",28,5-8,.625,0-1,.000,2-4,.500,3,4,0,0,2,3,12
268,10,Sat 2/8,@HARTFORD,"L 67-54
",35,4-8,.500,0-0,.000,2-4,.500,5,1,1,0,3,3,10
269,10,Wed 2/12,@UMBC,"L 71-69
",38,8-11,.727,0-1,.000,4-6,.667,7,0,0,0,3,1,20
270,10,Sat 2/15,vsMAINE,"W 74-63
",32,5-9,.556,0-0,.000,1-2,.500,4,4,2,0,1,2,11
272,11,Fri 11/8,@SIENA,"W 74-62
",15,1-1,1.0,1-1,1.0,0-0,.000,4,0,1,0,0,3,3
273,11,Tue 11/12,vsN.J.I.T.,"W 71-65
",8,1-2,.500,1-1,1.0,0-0,.000,1,0,0,0,1,0,3
274,11,Sat 11/16,@QUINNIPIAC,"L 79-69
",24,3-5,.600,0-1,.000,2-2,1.0,2,0,0,1,2,0,8
275,11,Wed 11/20,@DUQUESNE,"L 70-59
",10,0-2,.000,0-1,.000,0-2,.000,1,0,2,1,0,0,0
276,11,Sat 11/23,vsBUCKNELL,"L 77-64
",33,3-7,.429,0-2,.000,2-3,.667,6,0,1,0,2,3,8
277,11,Tue 11/26,@RIDER,"W 70-59
",37,2-5,.400,0-1,.000,4-4,1.0,14,4,0,1,3,2,8
278,11,Sun 12/1,@N.J.I.T.,"W 66-55
",21,0-4,.000,0-1,.000,2-2,1.0,6,3,1,0,3,1,2
279,11,Wed 12/4,@HOLY CROSS,"L 62-57
",22,1-3,.333,0-0,.000,0-0,.000,2,0,0,1,1,0,2
280,11,Tue 12/10,@BROWN,"W 74-68
",13,0-1,.000,0-0,.000,0-0,.000,4,1,0,0,3,2,0
281,11,Sat 12/14,vsCOLGATE,"L 69-60
",5,0-0,.000,0-0,.000,0-0,.000,0,0,0,1,1,0,0
282,11,Fri 12/20,vsYALE,"W 70-62
",9,1-2,.500,0-0,.000,0-0,.000,2,0,1,0,0,0,2
283,11,Mon 12/23,@DRAKE,"L 71-63
",10,0-0,.000,0-0,.000,1-2,.500,1,0,0,0,2,0,1
284,11,Tue 12/31,@PITTSBURGH,"L 58-46
",7,0-1,.000,0-0,.000,0-0,.000,2,0,0,0,1,0,0
285,11,Sat 1/4,vsHARTFORD,"W 81-56
",2,0-0,.000,0-0,.000,0-0,.000,0,0,1,0,2,0,0
286,11,Wed 1/8,vsUMBC,"W 73-72
(2OT)",14,2-3,.667,0-1,.000,0-0,.000,2,1,1,0,2,1,4
287,11,Sat 1/11,@VERMONT,"L 68-38
",13,0-2,.000,0-0,.000,0-0,.000,3,0,2,0,1,1,0
288,11,Wed 1/15,@UMASS LOWELL,"L 70-66
(OT)",17,1-3,.333,0-1,.000,0-2,.000,6,0,0,0,2,1,2
289,11,Sat 1/18,@MAINE,"W 85-78
",2,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,2,0
290,11,Mon 1/20,vsBINGHAMTON,"W 66-60
",5,0-1,.000,0-1,.000,0-0,.000,1,0,0,0,0,0,0
291,11,Thu 1/23,@NEW HAMPSHIRE,"L 60-56
",4,0-0,.000,0-0,.000,0-0,.000,0,1,0,0,0,0,0
