stats_entry_id,player_id,game_date,vs_team,outcome,min,fgm_fga,fg_per,threem_threea,three_per,ftm_fta,ft_per,rebounds,assists,blocks,steals,fouls,turnovers,points
11742,447,Sat 1/18,vsFORDHAM,"W 70-48
",11,0-2,.000,0-0,.000,2-4,.500,3,0,2,0,0,0,2
11743,447,Wed 1/22,@DUQUESNE,"W 76-72
",13,2-2,1.0,0-0,.000,0-0,.000,0,0,0,0,1,1,4
11744,447,Wed 1/29,vsRICHMOND,"W 77-57
",11,0-1,.000,0-0,.000,0-0,.000,0,1,0,0,3,1,0
11745,447,Sat 2/1,vsGEORGE MASON,"W 87-81
(OT)",9,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,1,0,0
11746,447,Wed 2/5,@SAINT JOSEPH'S,"W 65-49
",16,1-2,.500,0-1,.000,0-0,.000,3,0,0,0,2,0,2
11747,447,Sat 2/8,@LA SALLE,"W 65-63
",8,0-0,.000,0-0,.000,0-0,.000,3,0,1,0,3,1,0
11748,447,Sat 2/15,vsVCU,"W 64-62
",6,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,2,2,0
11750,448,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",38,6-12,.500,3-7,.429,1-2,.500,2,7,1,4,2,0,16
11751,448,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",29,5-11,.455,0-4,.000,1-1,1.0,3,4,1,1,3,1,11
11752,448,Sat 11/16,vsCANISIUS,"W 86-64
",29,4-9,.444,0-0,.000,7-8,.875,4,3,1,1,2,1,15
11753,448,Tue 11/19,@SIENA,"L 72-70
",25,1-3,.333,0-2,.000,2-2,1.0,4,4,0,0,5,2,4
11754,448,Mon 11/25,vsS ILLINOIS,"W 83-71
",37,3-7,.429,3-5,.600,2-3,.667,2,5,2,2,2,2,11
11755,448,Tue 11/26,vsWAGNER,"W 70-67
",37,4-10,.400,0-3,.000,2-5,.400,8,4,0,2,4,3,10
11756,448,Wed 11/27,vsLOUISIANA TECH,"L 76-72
",40,8-15,.533,1-4,.250,7-10,.700,5,1,0,0,3,5,24
11757,448,Tue 12/3,vsUMASS LOWELL,"W 67-58
",37,1-8,.125,0-5,.000,5-5,1.0,3,2,2,1,3,5,7
11758,448,Sat 12/7,@BUFFALO,"L 78-73
",37,5-12,.417,1-3,.333,6-8,.750,3,5,1,2,4,3,17
11759,448,Sat 12/14,@IONA,"W 102-89
",36,7-11,.636,1-3,.333,2-3,.667,2,7,1,2,4,2,17
11760,448,Tue 12/17,@WAKE FOREST,"L 77-62
",33,2-5,.400,0-1,.000,4-8,.500,4,7,0,0,4,4,8
11761,448,Sat 12/21,@NIAGARA,"W 74-72
",40,6-14,.429,2-7,.286,4-7,.571,2,3,0,1,4,2,18
11762,448,Mon 12/30,vsDELAWARE,"W 80-73
",40,3-7,.429,1-3,.333,2-2,1.0,5,7,0,0,3,2,9
11763,448,Sat 1/4,vsCORNELL,"W 81-57
",21,4-8,.500,1-4,.250,3-3,1.0,4,4,0,2,4,0,12
11764,448,Wed 1/8,vsRICHMOND,"W 84-70
",22,2-7,.286,0-2,.000,5-8,.625,2,5,0,2,4,1,9
11765,448,Sat 1/11,@#19 MASSACHUSETTS,"L 73-68
",36,4-10,.400,0-2,.000,7-8,.875,2,7,0,2,4,6,15
11766,448,Wed 1/15,@#24 SAINT LOUIS,"L 66-60
",35,1-7,.143,0-3,.000,2-2,1.0,6,7,0,1,3,4,4
11767,448,Sat 1/18,vsG. WASHINGTON,"L 79-71
",25,2-6,.333,0-1,.000,4-4,1.0,2,3,1,1,4,2,8
11768,448,Wed 1/22,vsLA SALLE,"W 66-51
",35,6-14,.429,0-2,.000,6-8,.750,6,7,0,3,2,3,18
11769,448,Sat 1/25,@DUQUESNE,"L 83-81
",38,7-11,.636,5-8,.625,4-6,.667,0,6,0,0,3,2,23
11770,448,Wed 1/29,vs#21 MASSACHUSETTS,"W 78-65
",27,2-4,.500,2-2,1.0,8-9,.889,5,4,0,0,4,3,14
11771,448,Wed 2/5,@RICHMOND,"L 64-62
",38,1-7,.143,1-4,.250,2-2,1.0,5,8,0,1,3,3,5
11772,448,Sat 2/8,vsDAYTON,"L 72-69
",31,6-11,.545,3-4,.750,2-2,1.0,4,2,1,0,3,2,17
11773,448,Wed 2/12,@FORDHAM,"W 76-65
",31,2-6,.333,0-2,.000,3-4,.750,3,3,0,1,4,2,7
11774,448,Sat 2/15,@GEORGE MASON,"W 85-73
",23,1-7,.143,0-1,.000,4-5,.800,4,5,0,0,4,0,6
11802,450,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",32,4-7,.571,1-3,.333,2-2,1.0,3,3,0,0,3,1,11
11803,450,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",39,6-12,.500,2-4,.500,0-0,.000,4,5,1,1,2,1,14
11804,450,Sat 11/16,vsCANISIUS,"W 86-64
",32,4-7,.571,0-0,.000,0-0,.000,1,2,0,2,4,2,8
11805,450,Tue 11/19,@SIENA,"L 72-70
",27,0-4,.000,0-2,.000,0-0,.000,2,2,0,0,4,0,0
11806,450,Mon 11/25,vsS ILLINOIS,"W 83-71
",21,1-4,.250,0-2,.000,1-1,1.0,1,1,0,0,3,2,3
11807,450,Tue 11/26,vsWAGNER,"W 70-67
",18,2-5,.400,0-1,.000,0-0,.000,1,2,0,1,0,0,4
11808,450,Wed 11/27,vsLOUISIANA TECH,"L 76-72
",27,2-8,.250,0-2,.000,1-2,.500,5,0,0,3,2,2,5
11811,450,Sat 12/14,@IONA,"W 102-89
",37,5-11,.455,4-7,.571,3-4,.750,4,4,0,0,4,2,17
11812,450,Tue 12/17,@WAKE FOREST,"L 77-62
",24,1-5,.200,1-2,.500,0-0,.000,0,1,0,1,2,0,3
11813,450,Sat 12/21,@NIAGARA,"W 74-72
",23,5-8,.625,2-4,.500,2-4,.500,2,3,0,1,4,0,14
11814,450,Mon 12/30,vsDELAWARE,"W 80-73
",18,3-6,.500,2-3,.667,0-0,.000,0,5,0,0,2,1,8
11815,450,Sat 1/4,vsCORNELL,"W 81-57
",28,7-10,.700,5-7,.714,1-2,.500,3,1,0,2,4,3,20
11816,450,Wed 1/8,vsRICHMOND,"W 84-70
",32,3-8,.375,1-4,.250,4-6,.667,5,6,0,2,2,3,11
11817,450,Sat 1/11,@#19 MASSACHUSETTS,"L 73-68
",28,3-7,.429,1-3,.333,3-4,.750,1,1,0,2,2,2,10
11818,450,Wed 1/15,@#24 SAINT LOUIS,"L 66-60
",29,4-10,.400,2-7,.286,2-2,1.0,1,0,0,1,3,3,12
11819,450,Sat 1/18,vsG. WASHINGTON,"L 79-71
",32,3-12,.250,2-9,.222,4-5,.800,4,2,0,0,5,4,12
11820,450,Wed 1/22,vsLA SALLE,"W 66-51
",20,1-4,.250,0-1,.000,3-4,.750,2,1,0,1,2,2,5
11821,450,Sat 1/25,@DUQUESNE,"L 83-81
",25,1-6,.167,1-4,.250,2-2,1.0,2,4,1,1,2,0,5
11822,450,Wed 1/29,vs#21 MASSACHUSETTS,"W 78-65
",23,1-6,.167,0-2,.000,2-2,1.0,2,4,0,2,2,2,4
11823,450,Wed 2/5,@RICHMOND,"L 64-62
",19,0-2,.000,0-0,.000,3-4,.750,5,0,0,1,2,1,3
11824,450,Sat 2/8,vsDAYTON,"L 72-69
",24,1-5,.200,0-0,.000,0-0,.000,1,1,0,3,2,3,2
11825,450,Wed 2/12,@FORDHAM,"W 76-65
",17,2-5,.400,0-2,.000,2-2,1.0,1,1,0,0,5,2,6
11826,450,Sat 2/15,@GEORGE MASON,"W 85-73
",34,4-10,.400,3-6,.500,7-8,.875,2,3,0,3,2,2,18
11828,451,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",1,0-1,.000,0-0,.000,0-0,.000,0,0,0,0,0,1,0
11829,451,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",1,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
11841,451,Sat 1/4,vsCORNELL,"W 81-57
",1,0-1,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
11854,452,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",1,0-0,.000,0-0,.000,0-0,.000,0,0,0,1,0,1,0
11855,452,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",8,0-1,.000,0-0,.000,0-0,.000,2,0,0,0,3,0,0
11856,452,Sat 11/16,vsCANISIUS,"W 86-64
",1,0-1,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
11857,452,Tue 11/19,@SIENA,"L 72-70
",1,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
11858,452,Mon 11/25,vsS ILLINOIS,"W 83-71
",2,0-0,.000,0-0,.000,1-2,.500,1,0,0,0,0,0,1
11859,452,Tue 11/26,vsWAGNER,"W 70-67
",13,1-3,.333,0-0,.000,0-0,.000,2,0,1,0,1,0,2
11867,452,Sat 1/4,vsCORNELL,"W 81-57
",3,1-1,1.0,0-0,.000,0-0,.000,0,0,0,0,0,0,2
11870,452,Wed 1/15,@#24 SAINT LOUIS,"L 66-60
",2,0-0,.000,0-0,.000,0-2,.000,1,0,2,0,0,0,0
11873,452,Sat 1/25,@DUQUESNE,"L 83-81
",3,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
11880,453,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",16,0-2,.000,0-0,.000,2-2,1.0,8,0,0,0,4,2,2
11881,453,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",19,0-1,.000,0-0,.000,0-0,.000,4,0,1,2,2,1,0
11882,453,Sat 11/16,vsCANISIUS,"W 86-64
",5,0-1,.000,0-0,.000,0-0,.000,2,0,0,1,1,0,0
11883,453,Tue 11/19,@SIENA,"L 72-70
",3,0-0,.000,0-0,.000,0-0,.000,0,1,1,1,0,1,0
11886,453,Wed 11/27,vsLOUISIANA TECH,"L 76-72
",2,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
11887,453,Tue 12/3,vsUMASS LOWELL,"W 67-58
",11,0-3,.000,0-0,.000,3-4,.750,0,1,1,0,2,0,3
11888,453,Sat 12/7,@BUFFALO,"L 78-73
",24,3-6,.500,0-1,.000,1-4,.250,3,1,0,1,5,2,7
11889,453,Sat 12/14,@IONA,"W 102-89
",9,0-2,.000,0-0,.000,0-0,.000,1,0,0,0,3,1,0
11891,453,Sat 12/21,@NIAGARA,"W 74-72
",3,2-4,.500,0-1,.000,0-0,.000,0,0,1,0,0,1,4
11893,453,Sat 1/4,vsCORNELL,"W 81-57
",10,2-3,.667,0-0,.000,0-0,.000,2,2,3,0,1,0,4
11894,453,Wed 1/8,vsRICHMOND,"W 84-70
",6,1-1,1.0,0-0,.000,0-0,.000,0,0,0,0,0,1,2
11895,453,Sat 1/11,@#19 MASSACHUSETTS,"L 73-68
",12,2-2,1.0,0-0,.000,0-0,.000,2,0,2,0,0,0,4
11896,453,Wed 1/15,@#24 SAINT LOUIS,"L 66-60
",0,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
11897,453,Sat 1/18,vsG. WASHINGTON,"L 79-71
",4,0-0,.000,0-0,.000,0-0,.000,1,0,0,1,0,0,0
11898,453,Wed 1/22,vsLA SALLE,"W 66-51
",4,0-0,.000,0-0,.000,0-2,.000,2,1,0,0,0,0,0
11900,453,Wed 1/29,vs#21 MASSACHUSETTS,"W 78-65
",15,2-3,.667,0-0,.000,4-5,.800,7,1,0,1,1,0,8
11901,453,Wed 2/5,@RICHMOND,"L 64-62
",2,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
11902,453,Sat 2/8,vsDAYTON,"L 72-69
",4,0-1,.000,0-0,.000,0-0,.000,0,0,1,0,0,0,0
11903,453,Wed 2/12,@FORDHAM,"W 76-65
",4,0-1,.000,0-0,.000,0-0,.000,2,1,0,0,1,0,0
11906,454,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",5,0-0,.000,0-0,.000,0-0,.000,2,0,0,0,0,0,0
11907,454,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",8,2-2,1.0,0-0,.000,0-0,.000,3,0,0,0,3,0,4
11908,454,Sat 11/16,vsCANISIUS,"W 86-64
",4,0-2,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
11909,454,Tue 11/19,@SIENA,"L 72-70
",5,2-3,.667,0-0,.000,1-2,.500,2,0,0,0,0,0,5
11910,454,Mon 11/25,vsS ILLINOIS,"W 83-71
",11,2-2,1.0,0-0,.000,0-0,.000,1,0,0,2,3,1,4
11911,454,Tue 11/26,vsWAGNER,"W 70-67
",11,3-3,1.0,0-0,.000,0-1,.000,0,0,1,0,3,0,6
11912,454,Wed 11/27,vsLOUISIANA TECH,"L 76-72
",9,1-1,1.0,0-0,.000,0-0,.000,2,0,0,0,4,2,2
11913,454,Tue 12/3,vsUMASS LOWELL,"W 67-58
",19,0-3,.000,0-0,.000,1-2,.500,7,0,0,0,3,1,1
11914,454,Sat 12/7,@BUFFALO,"L 78-73
",17,0-2,.000,0-0,.000,0-0,.000,2,0,0,0,2,0,0
11915,454,Sat 12/14,@IONA,"W 102-89
",6,0-0,.000,0-0,.000,0-0,.000,0,1,0,1,2,0,0
11916,454,Tue 12/17,@WAKE FOREST,"L 77-62
",15,1-5,.200,0-0,.000,0-0,.000,4,0,1,0,2,0,2
11917,454,Sat 12/21,@NIAGARA,"W 74-72
",9,0-0,.000,0-0,.000,0-0,.000,5,1,0,0,3,1,0
11918,454,Mon 12/30,vsDELAWARE,"W 80-73
",10,2-4,.500,0-0,.000,0-0,.000,0,0,0,0,1,0,4
11919,454,Sat 1/4,vsCORNELL,"W 81-57
",10,1-3,.333,0-0,.000,0-0,.000,4,0,0,0,1,1,2
11920,454,Wed 1/8,vsRICHMOND,"W 84-70
",3,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,1,0,0
11921,454,Sat 1/11,@#19 MASSACHUSETTS,"L 73-68
",8,1-2,.500,0-0,.000,0-0,.000,3,0,0,0,2,1,2
11922,454,Wed 1/15,@#24 SAINT LOUIS,"L 66-60
",25,1-2,.500,0-0,.000,0-0,.000,7,2,3,1,4,0,2
11923,454,Sat 1/18,vsG. WASHINGTON,"L 79-71
",1,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
11924,454,Wed 1/22,vsLA SALLE,"W 66-51
",7,0-1,.000,0-0,.000,0-0,.000,0,0,0,0,1,0,0
11925,454,Sat 1/25,@DUQUESNE,"L 83-81
",11,1-2,.500,0-0,.000,0-0,.000,4,0,1,0,3,0,2
11926,454,Wed 1/29,vs#21 MASSACHUSETTS,"W 78-65
",6,1-2,.500,0-0,.000,0-0,.000,1,0,0,1,1,0,2
11927,454,Wed 2/5,@RICHMOND,"L 64-62
",9,3-7,.429,0-1,.000,0-2,.000,0,0,0,0,2,1,6
11928,454,Sat 2/8,vsDAYTON,"L 72-69
",5,1-2,.500,0-0,.000,0-0,.000,2,0,0,0,1,1,2
11929,454,Wed 2/12,@FORDHAM,"W 76-65
",6,1-1,1.0,0-0,.000,0-0,.000,2,0,0,1,1,1,2
11930,454,Sat 2/15,@GEORGE MASON,"W 85-73
",5,0-0,.000,0-0,.000,0-0,.000,0,0,0,0,1,0,0
11932,455,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",1,0-0,.000,0-0,.000,0-0,.000,1,0,0,0,0,0,0
11933,455,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",2,0-0,.000,0-0,.000,0-0,.000,0,1,0,0,1,0,0
11945,455,Sat 1/4,vsCORNELL,"W 81-57
",2,0-1,.000,0-0,.000,0-0,.000,0,0,0,0,0,0,0
11958,456,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",27,4-9,.444,0-1,.000,4-7,.571,3,0,0,0,2,0,12
11959,456,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",14,1-2,.500,0-0,.000,4-4,1.0,5,1,0,1,3,1,6
11960,456,Sat 11/16,vsCANISIUS,"W 86-64
",17,3-6,.500,0-0,.000,0-0,.000,4,2,1,2,2,1,6
11961,456,Tue 11/19,@SIENA,"L 72-70
",23,6-10,.600,0-0,.000,2-4,.500,4,0,1,0,3,1,14
11962,456,Mon 11/25,vsS ILLINOIS,"W 83-71
",33,5-6,.833,0-0,.000,5-6,.833,4,1,0,0,4,1,15
11963,456,Tue 11/26,vsWAGNER,"W 70-67
",9,0-1,.000,0-0,.000,0-0,.000,0,0,0,0,4,1,0
11964,456,Wed 11/27,vsLOUISIANA TECH,"L 76-72
",19,0-6,.000,0-0,.000,2-2,1.0,3,0,0,0,1,0,2
11965,456,Tue 12/3,vsUMASS LOWELL,"W 67-58
",14,3-6,.500,0-1,.000,0-0,.000,3,0,1,0,3,0,6
11966,456,Sat 12/7,@BUFFALO,"L 78-73
",13,1-2,.500,0-0,.000,2-3,.667,0,0,0,0,1,0,4
11967,456,Sat 12/14,@IONA,"W 102-89
",30,8-12,.667,1-2,.500,5-5,1.0,8,1,0,1,1,1,22
11968,456,Tue 12/17,@WAKE FOREST,"L 77-62
",29,4-12,.333,0-0,.000,0-0,.000,6,0,1,0,2,0,8
11969,456,Sat 12/21,@NIAGARA,"W 74-72
",26,6-11,.545,0-0,.000,2-4,.500,11,2,0,1,3,3,14
11970,456,Mon 12/30,vsDELAWARE,"W 80-73
",27,4-8,.500,0-0,.000,0-0,.000,9,1,1,1,2,0,8
11971,456,Sat 1/4,vsCORNELL,"W 81-57
",30,6-10,.600,0-0,.000,2-3,.667,6,4,0,0,0,1,14
11972,456,Wed 1/8,vsRICHMOND,"W 84-70
",22,3-4,.750,0-0,.000,1-2,.500,7,0,1,0,3,0,7
11973,456,Sat 1/11,@#19 MASSACHUSETTS,"L 73-68
",21,2-3,.667,0-1,.000,0-0,.000,3,1,1,0,3,0,4
11974,456,Wed 1/15,@#24 SAINT LOUIS,"L 66-60
",28,7-11,.636,0-1,.000,2-4,.500,5,2,0,3,4,0,16
11975,456,Sat 1/18,vsG. WASHINGTON,"L 79-71
",30,3-8,.375,0-0,.000,5-5,1.0,7,1,1,2,4,3,11
11976,456,Wed 1/22,vsLA SALLE,"W 66-51
",30,4-8,.500,0-0,.000,0-0,.000,9,0,1,0,1,1,8
11977,456,Sat 1/25,@DUQUESNE,"L 83-81
",21,3-3,1.0,0-0,.000,0-0,.000,8,0,2,0,5,2,6
11978,456,Wed 1/29,vs#21 MASSACHUSETTS,"W 78-65
",18,5-9,.556,0-0,.000,2-2,1.0,6,0,0,1,2,0,12
11979,456,Wed 2/5,@RICHMOND,"L 64-62
",15,2-6,.333,0-0,.000,2-2,1.0,5,1,0,1,4,0,6
11980,456,Sat 2/8,vsDAYTON,"L 72-69
",24,4-8,.500,0-0,.000,1-2,.500,3,0,1,1,2,0,9
11981,456,Wed 2/12,@FORDHAM,"W 76-65
",25,4-8,.500,0-0,.000,2-2,1.0,9,0,0,0,2,0,10
11982,456,Sat 2/15,@GEORGE MASON,"W 85-73
",29,7-11,.636,0-0,.000,1-1,1.0,5,1,0,1,4,1,15
11986,457,Sat 11/16,vsCANISIUS,"W 86-64
",23,4-7,.571,1-1,1.0,0-0,.000,7,3,0,1,3,0,9
11987,457,Tue 11/19,@SIENA,"L 72-70
",28,4-9,.444,1-1,1.0,1-4,.250,3,0,0,1,1,0,10
11988,457,Mon 11/25,vsS ILLINOIS,"W 83-71
",25,4-9,.444,2-4,.500,1-2,.500,5,1,0,0,2,3,11
11989,457,Tue 11/26,vsWAGNER,"W 70-67
",25,5-8,.625,1-1,1.0,0-1,.000,2,1,0,1,3,1,11
11990,457,Wed 11/27,vsLOUISIANA TECH,"L 76-72
",12,1-3,.333,0-0,.000,0-0,.000,1,1,0,1,3,2,2
11991,457,Tue 12/3,vsUMASS LOWELL,"W 67-58
",37,5-11,.455,0-2,.000,3-5,.600,11,2,1,1,2,0,13
11992,457,Sat 12/7,@BUFFALO,"L 78-73
",36,5-14,.357,0-5,.000,6-9,.667,10,1,0,1,3,1,16
11993,457,Sat 12/14,@IONA,"W 102-89
",38,6-13,.462,2-4,.500,11-14,.786,7,5,0,0,4,5,25
11994,457,Tue 12/17,@WAKE FOREST,"L 77-62
",36,8-16,.500,3-7,.429,0-3,.000,7,2,0,6,4,3,19
11995,457,Sat 12/21,@NIAGARA,"W 74-72
",21,4-9,.444,2-5,.400,1-3,.333,3,0,0,2,3,1,11
11996,457,Mon 12/30,vsDELAWARE,"W 80-73
",31,3-8,.375,0-1,.000,2-5,.400,6,5,1,3,3,4,8
11997,457,Sat 1/4,vsCORNELL,"W 81-57
",24,0-6,.000,0-2,.000,0-0,.000,2,2,0,2,1,1,0
11998,457,Wed 1/8,vsRICHMOND,"W 84-70
",23,4-10,.400,0-1,.000,4-4,1.0,6,1,1,1,1,1,12
11999,457,Sat 1/11,@#19 MASSACHUSETTS,"L 73-68
",17,4-8,.500,0-1,.000,0-0,.000,3,1,0,1,2,1,8
12000,457,Wed 1/15,@#24 SAINT LOUIS,"L 66-60
",18,1-2,.500,1-2,.500,0-0,.000,3,1,0,0,2,1,3
12001,457,Sat 1/18,vsG. WASHINGTON,"L 79-71
",24,6-11,.545,3-7,.429,0-1,.000,3,1,0,1,5,3,15
12002,457,Wed 1/22,vsLA SALLE,"W 66-51
",24,2-6,.333,1-3,.333,3-3,1.0,5,1,1,1,3,3,8
12003,457,Sat 1/25,@DUQUESNE,"L 83-81
",20,2-3,.667,1-2,.500,0-2,.000,3,4,0,0,1,0,5
12004,457,Wed 1/29,vs#21 MASSACHUSETTS,"W 78-65
",22,1-10,.100,1-4,.250,2-2,1.0,3,1,0,1,2,1,5
12005,457,Wed 2/5,@RICHMOND,"L 64-62
",25,1-5,.200,0-2,.000,2-2,1.0,4,1,1,0,2,0,4
12006,457,Sat 2/8,vsDAYTON,"L 72-69
",24,2-6,.333,1-3,.333,0-0,.000,2,2,0,0,3,0,5
12007,457,Wed 2/12,@FORDHAM,"W 76-65
",30,7-11,.636,1-5,.200,3-5,.600,5,3,0,3,4,2,18
12008,457,Sat 2/15,@GEORGE MASON,"W 85-73
",27,2-5,.400,0-2,.000,2-2,1.0,3,1,0,2,1,2,6
12010,458,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",30,2-10,.200,0-3,.000,2-4,.500,4,3,0,0,4,2,6
12011,458,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",27,5-18,.278,0-5,.000,5-5,1.0,10,3,0,0,3,3,15
12012,458,Sat 11/16,vsCANISIUS,"W 86-64
",30,10-14,.714,0-3,.000,7-9,.778,2,2,0,1,4,5,27
12013,458,Tue 11/19,@SIENA,"L 72-70
",38,3-9,.333,2-5,.400,5-6,.833,4,7,1,1,2,4,13
12014,458,Mon 11/25,vsS ILLINOIS,"W 83-71
",37,11-21,.524,5-10,.500,5-6,.833,3,4,0,0,1,5,32
12015,458,Tue 11/26,vsWAGNER,"W 70-67
",40,5-11,.455,3-5,.600,6-6,1.0,2,6,0,2,3,4,19
12016,458,Wed 11/27,vsLOUISIANA TECH,"L 76-72
",38,6-18,.333,3-9,.333,5-6,.833,3,1,0,0,4,1,20
12017,458,Tue 12/3,vsUMASS LOWELL,"W 67-58
",35,3-13,.231,1-6,.167,8-8,1.0,3,5,0,1,2,2,15
12018,458,Sat 12/7,@BUFFALO,"L 78-73
",23,3-7,.429,0-1,.000,3-3,1.0,1,1,0,1,2,3,9
12020,458,Tue 12/17,@WAKE FOREST,"L 77-62
",27,4-12,.333,1-5,.200,0-0,.000,1,1,0,0,1,3,9
12021,458,Sat 12/21,@NIAGARA,"W 74-72
",33,2-13,.154,2-8,.250,1-3,.333,3,4,0,1,3,3,7
12022,458,Mon 12/30,vsDELAWARE,"W 80-73
",31,10-16,.625,1-5,.200,2-2,1.0,5,3,0,1,0,2,23
12023,458,Sat 1/4,vsCORNELL,"W 81-57
",31,4-10,.400,4-8,.500,4-4,1.0,6,6,0,2,1,0,16
12024,458,Wed 1/8,vsRICHMOND,"W 84-70
",37,7-12,.583,4-6,.667,2-2,1.0,1,2,0,1,2,4,20
12025,458,Sat 1/11,@#19 MASSACHUSETTS,"L 73-68
",27,3-6,.500,1-2,.500,1-2,.500,2,4,0,0,3,3,8
12026,458,Wed 1/15,@#24 SAINT LOUIS,"L 66-60
",37,6-17,.353,3-9,.333,2-2,1.0,1,3,0,2,1,3,17
12027,458,Sat 1/18,vsG. WASHINGTON,"L 79-71
",34,2-9,.222,2-7,.286,0-0,.000,1,1,0,1,2,2,6
12028,458,Wed 1/22,vsLA SALLE,"W 66-51
",38,2-9,.222,1-7,.143,5-5,1.0,4,4,0,3,2,2,10
12029,458,Sat 1/25,@DUQUESNE,"L 83-81
",37,6-16,.375,4-7,.571,6-7,.857,3,4,0,0,1,0,22
12030,458,Wed 1/29,vs#21 MASSACHUSETTS,"W 78-65
",33,3-8,.375,1-4,.250,4-4,1.0,4,2,0,0,2,4,11
12031,458,Wed 2/5,@RICHMOND,"L 64-62
",36,6-10,.600,4-7,.571,1-3,.333,3,3,0,2,2,3,17
12032,458,Sat 2/8,vsDAYTON,"L 72-69
",38,4-8,.500,0-3,.000,4-4,1.0,2,3,0,0,3,2,12
12033,458,Wed 2/12,@FORDHAM,"W 76-65
",38,7-19,.368,3-8,.375,1-1,1.0,3,3,0,2,1,5,18
12034,458,Sat 2/15,@GEORGE MASON,"W 85-73
",36,5-12,.417,2-5,.400,12-13,.923,4,2,0,1,0,1,24
12036,459,Sat 11/9,vsSOUTH DAKOTA,"W 68-46
",24,5-7,.714,0-0,.000,2-2,1.0,9,0,0,2,1,1,12
12037,459,Mon 11/11,vsABILENE CHRISTIAN,"W 75-47
",22,2-4,.500,0-0,.000,5-9,.556,3,1,0,0,1,0,9
12038,459,Sat 11/16,vsCANISIUS,"W 86-64
",27,3-7,.429,0-0,.000,2-2,1.0,7,0,0,0,2,3,8
12039,459,Tue 11/19,@SIENA,"L 72-70
",19,4-5,.800,0-0,.000,0-3,.000,5,0,0,1,2,1,8
12040,459,Mon 11/25,vsS ILLINOIS,"W 83-71
",8,0-1,.000,0-0,.000,0-0,.000,3,0,0,1,3,2,0
12041,459,Tue 11/26,vsWAGNER,"W 70-67
",19,3-5,.600,0-0,.000,0-1,.000,3,0,0,0,4,1,6
12042,459,Wed 11/27,vsLOUISIANA TECH,"L 76-72
",24,4-4,1.0,0-0,.000,2-3,.667,6,1,0,2,2,0,10
12043,459,Tue 12/3,vsUMASS LOWELL,"W 67-58
",27,6-9,.667,0-0,.000,7-8,.875,11,0,1,0,3,3,19
12044,459,Sat 12/7,@BUFFALO,"L 78-73
",29,6-6,1.0,0-0,.000,4-7,.571,7,1,0,2,3,1,16
12045,459,Sat 12/14,@IONA,"W 102-89
",29,7-12,.583,0-0,.000,1-6,.167,10,0,0,0,3,2,15
12046,459,Tue 12/17,@WAKE FOREST,"L 77-62
",17,2-3,.667,0-0,.000,2-2,1.0,2,1,1,4,2,2,6
12047,459,Sat 12/21,@NIAGARA,"W 74-72
",22,2-2,1.0,0-0,.000,0-1,.000,4,1,0,2,1,4,4
12048,459,Mon 12/30,vsDELAWARE,"W 80-73
",17,2-4,.500,0-0,.000,1-4,.250,6,1,0,0,0,0,5
12049,459,Sat 1/4,vsCORNELL,"W 81-57
",22,3-4,.750,0-0,.000,1-2,.500,6,1,0,0,0,0,7
12050,459,Wed 1/8,vsRICHMOND,"W 84-70
",29,2-6,.333,0-0,.000,0-0,.000,4,0,0,0,5,1,4
12051,459,Sat 1/11,@#19 MASSACHUSETTS,"L 73-68
",23,3-4,.750,0-0,.000,0-0,.000,6,1,0,0,4,3,6
